location_broad,site_name,Sample Type,collection_date,host,lat,long,level3
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,WaimeaBay,Animal,20190620,,21.64272,-158.06626,Animal_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Woods_Hole,Woods_hole,Sponge_slurry,NA,,NA,NA,Animal_corpus
Oahu,ThreeTablesBeach,Rock Swab,20190621,,21.64499,-158.06658,Surface
Oahu,Beach,Water Sample,20190703,,21.64051,-158.06264,Water
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Woods_Hole,Woods_hole,Periwinkle_snail,NA,,NA,NA,Animal_corpus
Oahu,SharksCove,Sediment,20190621,,21.64884,-158.06567,Sediment
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,UppersBeach,Animal,20190620,,21.63892,-158.07127,Animal_corpus
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Woods_Hole,Woods_hole,Squid_eggs,NA,,NA,NA,Animal_corpus
Oahu,TwinRocks,Sediment,20190620,,21.63677,-158.07189,Sediment
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,WaimeaBay,Water Sample,20191620,,21.64272,-158.06626,Water
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,TwinRocks,Plant,20190620,,21.63677,-158.07189,Plant_corpus
Oahu,UppersBeach,Animal,20190620,,21.63892,-158.07127,Animal_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Woods_Hole,Woods_hole,Slipper_shell_snail,NA,,NA,NA,Animal_corpus
Oahu,TwinRocks,Rock Swab,20190620,Nonhost,21.63677,-158.07189,Surface
Oahu,WaimeaBay,CCA,20190620,Plant,21.64272,-158.06626,Plant_corpus
Oahu,UppersBeach,Limu,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,SharksCove,MarineInvert,20190621,Animal,21.64884,-158.06567,Animal_corpus
Oahu,TwinRocks,CCA,20190620,Plant,21.63677,-158.07189,Plant_corpus
Oahu,TwinRocks,Water Sample,20191620,Nonhost,21.63677,-158.07189,Water
Oahu,WaimeaBay,Limu,20190620,Plant,21.64272,-158.06626,Plant_corpus
Oahu,UppersBeach,MarineInvert,20190620,Animal,21.63892,-158.07127,Animal_corpus
Oahu,ThreeTablesBeach,Limu,20190621,Plant,21.64499,-158.06658,Plant_corpus
Oahu,ThreeTablesBeach,Sediment,20190621,Nonhost,21.64499,-158.06658,Sediment
Oahu,ThreeTablesBeach,Limu,20190621,Plant,21.64499,-158.06658,Plant_corpus
Oahu,TwinRocks,Coral,20190620,Animal,21.63677,-158.07189,Animal_corpus
Oahu,UppersBeach,Limu,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,UppersBeach,Limu,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,SharksCove,CCA,20190621,Plant,21.64884,-158.06567,Plant_corpus
Oahu,TwinRocks,Coral,20190620,Animal,21.63677,-158.07189,Animal_corpus
Oahu,WaimeaBay,Limu,20190620,Plant,21.64272,-158.06626,Plant_corpus
Oahu,TwinRocks,MarineInvert,20190620,Animal,21.63677,-158.07189,Animal_corpus
Woods_Hole,Woods_hole,Animal,NA,,NA,NA,Animal_corpus
Oahu,Beach,Water Sample,20180625,Nonhost,21.64051,-158.06264,Water
Oahu,WaimeaBay,Coral,20190620,Animal,21.64272,-158.06626,Animal_corpus
Oahu,UppersBeach,CCA,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,TwinRocks,CCA,20190620,Plant,21.63677,-158.07189,Plant_corpus
Oahu,UppersBeach,Water Sample,20191620,Nonhost,21.63892,-158.07127,Water
Oahu,TwinRocks,Coral,20190620,Animal,21.63677,-158.07189,Animal_corpus
Oahu,ThreeTablesBeach,Coral,20190621,Animal,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Limu,20190621,Plant,21.64884,-158.06567,Plant_corpus
Oahu,UppersBeach,CCA,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,TwinRocks,MarineInvert,20190620,Animal,21.63677,-158.07189,Animal_corpus
Woods_Hole,Woods_hole,Plant,NA,,NA,NA,Plant_corpus
Oahu,OutsideRocks,MarineInvert,20181025,Animal,21.63852,-158.07061,Animal_corpus
Oahu,Beach,Water Sample,20180625,Nonhost,21.64051,-158.06264,Water
Oahu,WaimeaBay,CCA,20190620,Plant,21.64272,-158.06626,Plant_corpus
Oahu,UppersBeach,MarineInvert,20190620,Animal,21.63892,-158.07127,Animal_corpus
Oahu,ThreeTablesBeach,MarineInvert,20190621,Animal,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Limu,20190621,Plant,21.64884,-158.06567,Plant_corpus
Oahu,ThreeTablesBeach,Coral,20190621,Animal,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Limu,20190621,Plant,21.64884,-158.06567,Plant_corpus
Oahu,TwinRocks,Limu,20190620,Plant,21.63677,-158.07189,Plant_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,ThreeTablesBeach,Rock Swab,20190621,,21.64499,-158.06658,Surface
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,ThreeTablesBeach,Rock Swab,20190621,,21.64499,-158.06658,Surface
Oahu,TwinRocks,Rock Swab,20190620,,21.63677,-158.07189,Surface
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,UppersBeach,Animal,20190620,,21.63892,-158.07127,Animal_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,UppersBeach,Rock Swab,20190620,,21.63892,-158.07127,Surface
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,WaimeaBay,Animal,20190620,,21.64272,-158.06626,Animal_corpus
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,UppersBeach,Water Sample,20191620,,21.63892,-158.07127,Water
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,TwinRocks,Water Sample,20191620,,21.63677,-158.07189,Water
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,TwinRocks,Rock Swab,20190620,,21.63677,-158.07189,Surface
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,WaimeaBay,Animal,20190620,,21.64272,-158.06626,Animal_corpus
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,ThreeTablesBeach,Water Sample,20191621,,21.64499,-158.06658,Water
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,SharksCove,Sediment,20190621,,21.64884,-158.06567,Sediment
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,ThreeTablesBeach,Animal,20190621,,21.64499,-158.06658,Animal_corpus
Oahu,SharksCove,Plant,20190621,,21.64884,-158.06567,Plant_corpus
Oahu,SharksCove,Water Sample,20191621,,21.64884,-158.06567,Water
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,SharksCove,Rock Swab,20190621,,21.64884,-158.06567,Surface
Oahu,TwinRocks,Animal,20190620,,21.63677,-158.07189,Animal_corpus
Oahu,ThreeTablesBeach,Plant,20190621,,21.64499,-158.06658,Plant_corpus
Oahu,UppersBeach,Animal,20190620,,21.63892,-158.07127,Animal_corpus
Oahu,UppersBeach,Plant,20190620,,21.63892,-158.07127,Plant_corpus
Oahu,SharksCove,Animal,20190621,,21.64884,-158.06567,Animal_corpus
Oahu,ThreeTablesBeach,Water Sample,20191621,,21.64499,-158.06658,Water
Oahu,WaimeaBay,Animal,20190620,,21.64272,-158.06626,Animal_corpus
Oahu,WaimeaBay,Plant,20190620,,21.64272,-158.06626,Plant_corpus
Washington,Washington,Animal,NA,,NA,NA,Animal_corpus
Oahu,ThreeTablesBeach,Rock Swab,20190621,Nonhost,21.64499,-158.06658,Surface
Oahu,TwinRocks,MarineInvert,20190620,Animal,21.63677,-158.07189,Animal_corpus
Oahu,ThreeTablesBeach,MarineInvert,20190621,Animal,21.64499,-158.06658,Animal_corpus
Oahu,TwinRocks,MarineInvert,20190620,Animal,21.63677,-158.07189,Animal_corpus
Oahu,TwinRocks,Limu,20190620,Plant,21.63677,-158.07189,Plant_corpus
Oahu,WaimeaBay,Limu,20190620,Plant,21.64272,-158.06626,Plant_corpus
Oahu,WaimeaBay,Coral,20190620,Animal,21.64272,-158.06626,Animal_corpus
Oahu,UppersBeach,Jania,20190620,Plant,21.63892,-158.07127,Plant_corpus
Oahu,ThreeTablesBeach,Jania_Unkown,20190621,Plant,21.64499,-158.06658,Plant_corpus
Washington,Washington,Clathria_pennata,NA,Whole_animal,NA,NA,Animal_corpus
